node_count,bdd_depth,node_reduction,chance_wrong_output,chance_false_true_output,truth_ratio,levels,time,method
5042,85,3.75,18.45,19.14,77.96,2,1.74,ROUNDING_DOWN_3
2427,60,3.46,38.89,54.21,32.85,3,0.54,ROUNDING_DOWN_3
6178,93,1.93,26.28,32.32,55.03,2,1.83,ROUNDING_DOWN_3
3863,76,0.0,0.0,0.0,97.09,1,0.06,ROUNDING_DOWN_3
2385,60,3.23,28.52,36.0,50.7,2,0.44,ROUNDING_DOWN_3
3629,72,1.6,27.62,39.14,42.95,2,0.53,ROUNDING_DOWN_3
312,24,0.0,0.0,0.0,62.33,1,0.0,ROUNDING_DOWN_3
2835,65,0.0,0.0,0.0,40.93,1,0.05,ROUNDING_DOWN_3
2773,64,0.0,0.0,0.0,37.81,1,0.05,ROUNDING_DOWN_3
5703,90,1.19,26.31,69.25,11.69,3,0.91,ROUNDING_DOWN_3
6047,93,0.0,0.0,0.0,89.46,1,0.09,ROUNDING_DOWN_3
1529,49,1.77,14.61,48.03,15.81,2,0.12,ROUNDING_DOWN_3
287,24,3.14,11.73,44.47,14.65,2,0.01,ROUNDING_DOWN_3
1890,54,0.0,0.0,0.0,12.63,1,0.05,ROUNDING_DOWN_3
2894,66,3.52,9.74,9.91,88.53,3,0.62,ROUNDING_DOWN_3
1795,52,6.46,39.17,45.93,46.1,3,0.48,ROUNDING_DOWN_3
5349,87,0.88,25.74,45.93,30.3,2,0.65,ROUNDING_DOWN_3
139,18,0.0,0.0,0.0,10.06,1,0.0,ROUNDING_DOWN_3
150,18,4.67,11.49,30.51,26.18,2,0.01,ROUNDING_DOWN_3
1760,52,3.3,12.78,13.31,83.18,3,0.23,ROUNDING_DOWN_3
849,38,4.95,10.22,10.5,87.08,3,0.1,ROUNDING_DOWN_3
1694,51,2.24,19.11,35.49,34.74,2,0.2,ROUNDING_DOWN_3
814,37,1.47,7.6,42.18,10.41,2,0.04,ROUNDING_DOWN_3
1243,44,5.07,30.72,34.42,58.52,2,0.21,ROUNDING_DOWN_3
3279,70,0.0,0.0,0.0,33.44,1,0.07,ROUNDING_DOWN_3
5455,89,0.86,29.33,72.58,11.08,3,0.6,ROUNDING_DOWN_3
613,32,7.34,32.72,35.52,59.4,3,0.09,ROUNDING_DOWN_3
2870,65,3.8,21.05,23.31,69.22,2,0.58,ROUNDING_DOWN_3
1952,55,2.82,6.89,7.18,89.17,3,0.22,ROUNDING_DOWN_3
1032,41,1.65,8.87,10.34,76.94,2,0.04,ROUNDING_DOWN_3
1156,44,1.56,27.42,75.0,9.14,3,0.07,ROUNDING_DOWN_3
3019,67,2.95,44.55,66.53,22.42,3,0.63,ROUNDING_DOWN_3
3518,72,0.0,0.0,0.0,8.66,1,0.07,ROUNDING_DOWN_3
1890,54,6.51,18.87,18.87,81.13,3,0.38,ROUNDING_DOWN_3
123,16,19.51,43.5,65.65,22.76,3,0.01,ROUNDING_DOWN_3
6722,97,3.15,30.0,30.88,67.17,3,2.44,ROUNDING_DOWN_3
1065,41,5.35,39.21,63.14,22.89,3,0.16,ROUNDING_DOWN_3
423,27,13.48,47.2,59.72,31.83,3,0.07,ROUNDING_DOWN_3
3088,68,1.49,26.77,72.27,10.27,3,0.44,ROUNDING_DOWN_3
6369,95,0.39,7.44,47.6,8.19,2,0.43,ROUNDING_DOWN_3
613,33,0.0,0.0,0.0,85.44,1,0.01,ROUNDING_DOWN_3
3835,74,0.0,0.0,0.0,65.63,1,0.06,ROUNDING_DOWN_3
2106,58,0.14,7.51,50.0,7.51,2,0.07,ROUNDING_DOWN_3
6112,93,2.47,19.7,21.29,72.82,2,1.75,ROUNDING_DOWN_3
6441,95,0.0,0.0,0.0,60.5,1,0.1,ROUNDING_DOWN_3
2823,65,1.06,9.04,37.6,14.99,2,0.26,ROUNDING_DOWN_3
126,16,10.32,23.01,29.67,54.55,3,0.01,ROUNDING_DOWN_3
5789,91,0.71,19.92,46.59,22.83,2,0.59,ROUNDING_DOWN_3
3917,76,0.0,0.0,0.0,86.82,1,0.06,ROUNDING_DOWN_3
486,29,12.55,15.11,15.49,82.45,2,0.05,ROUNDING_DOWN_3
4041,76,0.0,0.0,0.0,61.05,1,0.06,ROUNDING_DOWN_3
996,40,2.41,12.78,38.45,20.46,2,0.08,ROUNDING_DOWN_3
324,25,1.85,11.32,63.39,6.54,3,0.01,ROUNDING_DOWN_3
786,36,0.0,0.0,0.0,74.1,1,0.01,ROUNDING_DOWN_3
2789,64,4.02,51.11,65.78,26.59,3,0.79,ROUNDING_DOWN_3
564,31,10.28,20.29,22.13,71.39,3,0.08,ROUNDING_DOWN_3
2486,61,2.53,26.8,35.87,47.92,2,0.38,ROUNDING_DOWN_3
1600,49,4.94,28.06,29.92,65.72,3,0.26,ROUNDING_DOWN_3
1176,44,0.0,0.0,0.0,91.97,1,0.02,ROUNDING_DOWN_3
6696,98,0.0,0.0,0.0,95.56,1,0.14,ROUNDING_DOWN_3
546,30,25.27,47.45,47.99,51.42,3,0.15,ROUNDING_DOWN_3
3688,74,0.0,0.0,0.0,22.74,1,0.06,ROUNDING_DOWN_3
68,13,0.0,0.0,0.0,12.68,1,0.0,ROUNDING_DOWN_3
288,23,19.79,29.47,30.24,68.0,3,0.03,ROUNDING_DOWN_3
334,25,0.0,0.0,0.0,53.47,1,0.0,ROUNDING_DOWN_3
2085,56,3.5,24.38,28.72,60.52,2,0.34,ROUNDING_DOWN_3
188,20,0.0,0.0,0.0,77.15,1,0.0,ROUNDING_DOWN_3
5266,87,0.82,20.15,43.4,26.28,2,0.55,ROUNDING_DOWN_3
1539,49,2.92,16.61,28.91,40.85,2,0.22,ROUNDING_DOWN_3
547,31,0.0,0.0,0.0,88.57,1,0.01,ROUNDING_DOWN_3
1269,45,2.6,17.53,37.5,29.23,2,0.13,ROUNDING_DOWN_3
2981,66,4.29,51.65,64.22,28.78,3,0.85,ROUNDING_DOWN_3
6096,93,1.23,22.94,33.2,46.16,2,1.18,ROUNDING_DOWN_3
4943,84,0.67,12.79,45.87,15.09,2,0.55,ROUNDING_DOWN_3
4004,77,1.52,4.9,5.07,91.69,3,0.53,ROUNDING_DOWN_3
1525,49,0.0,0.0,0.0,18.3,1,0.02,ROUNDING_DOWN_3
6590,97,0.38,10.68,49.86,10.74,2,0.48,ROUNDING_DOWN_3
319,25,0.0,0.0,0.0,52.05,1,0.01,ROUNDING_DOWN_3
5587,89,0.0,0.0,0.0,30.83,1,0.1,ROUNDING_DOWN_3
3055,68,0.0,0.0,0.0,5.02,1,0.05,ROUNDING_DOWN_3
1027,41,0.0,0.0,0.0,31.16,1,0.04,ROUNDING_DOWN_3
1297,45,6.86,13.0,13.42,83.83,3,0.27,ROUNDING_DOWN_3
2681,63,0.0,0.0,0.0,42.96,1,0.04,ROUNDING_DOWN_3
5521,89,0.0,0.0,0.0,89.04,1,0.11,ROUNDING_DOWN_3
3248,69,0.0,0.0,0.0,32.95,1,0.05,ROUNDING_DOWN_3
5973,92,1.93,41.03,65.84,21.29,3,1.8,ROUNDING_DOWN_3
1001,41,0.0,0.0,0.0,90.73,2,0.02,ROUNDING_DOWN_3
1561,49,3.84,31.96,39.33,49.3,2,0.23,ROUNDING_DOWN_3
426,28,12.68,26.15,26.49,72.56,3,0.05,ROUNDING_DOWN_3
4300,79,9.05,42.97,43.42,56.0,3,2.9,ROUNDING_DOWN_3
1826,53,2.46,24.43,72.26,9.38,3,0.27,ROUNDING_DOWN_3
5747,91,0.0,0.0,0.0,12.82,1,0.1,ROUNDING_DOWN_3
183,19,0.0,0.0,0.0,86.68,1,0.0,ROUNDING_DOWN_3
1582,49,0.0,0.0,0.0,77.3,1,0.02,ROUNDING_DOWN_3
98,15,30.61,34.71,44.61,43.1,3,0.01,ROUNDING_DOWN_3
403,27,12.16,48.2,61.35,30.36,3,0.05,ROUNDING_DOWN_3
4891,84,2.25,18.07,20.87,68.49,2,1.09,ROUNDING_DOWN_3
1792,52,0.0,0.0,0.0,76.79,1,0.03,ROUNDING_DOWN_3
1768,53,0.0,0.0,0.0,92.24,2,0.03,ROUNDING_DOWN_3
66,12,0.0,0.0,0.0,29.96,1,0.0,ROUNDING_DOWN_3
6114,93,3.48,38.76,39.28,59.9,3,2.67,ROUNDING_DOWN_3
1483,48,0.81,4.08,4.57,85.11,2,0.05,ROUNDING_DOWN_3
1052,41,5.13,18.89,22.01,66.92,3,0.14,ROUNDING_DOWN_3
2554,62,0.67,7.0,39.65,10.66,2,0.16,ROUNDING_DOWN_3
1309,46,2.29,22.82,40.29,33.83,2,0.12,ROUNDING_DOWN_3
1117,43,0.0,0.0,0.0,10.17,1,0.02,ROUNDING_DOWN_3
1240,44,4.68,30.29,38.07,49.29,2,0.18,ROUNDING_DOWN_3
188,20,0.0,0.0,0.0,90.81,1,0.0,ROUNDING_DOWN_3
5331,88,0.0,0.0,0.0,95.26,2,0.08,ROUNDING_DOWN_3
1026,41,7.02,49.9,61.2,31.63,3,0.29,ROUNDING_DOWN_3
2432,60,3.74,22.17,25.52,64.71,2,0.51,ROUNDING_DOWN_3
7078,100,3.69,51.6,55.72,41.0,3,3.92,ROUNDING_DOWN_3
3758,74,5.06,32.33,33.19,65.06,3,1.26,ROUNDING_DOWN_3
2756,64,0.0,0.0,0.0,73.63,1,0.04,ROUNDING_DOWN_3
622,33,3.05,11.61,28.19,29.58,2,0.04,ROUNDING_DOWN_3
2061,57,0.05,3.11,50.0,3.11,2,0.04,ROUNDING_DOWN_3
911,38,2.74,19.68,37.25,33.15,2,0.06,ROUNDING_DOWN_3
833,38,0.0,0.0,0.0,91.25,1,0.01,ROUNDING_DOWN_3
2024,55,0.0,0.0,0.0,58.04,1,0.03,ROUNDING_DOWN_3
4768,82,1.01,17.53,38.94,27.48,2,0.58,ROUNDING_DOWN_3
89,14,0.0,0.0,0.0,51.15,1,0.0,ROUNDING_DOWN_3
1540,49,0.52,11.51,50.0,11.51,2,0.07,ROUNDING_DOWN_3
26,11,0.0,0.0,0.0,98.58,3,0.0,ROUNDING_DOWN_3
3101,67,2.93,46.31,68.86,20.94,3,0.71,ROUNDING_DOWN_3
511,30,18.59,46.48,48.35,49.64,3,0.1,ROUNDING_DOWN_3
402,27,2.99,22.47,50.0,22.47,2,0.02,ROUNDING_DOWN_3
966,40,0.0,0.0,0.0,17.78,1,0.02,ROUNDING_DOWN_3
3006,66,2.13,24.05,32.43,50.1,2,0.54,ROUNDING_DOWN_3
3300,71,0.0,0.0,0.0,94.18,1,0.05,ROUNDING_DOWN_3
2060,56,4.47,9.69,10.08,86.43,3,0.41,ROUNDING_DOWN_3
3434,71,0.67,6.53,46.85,7.41,2,0.25,ROUNDING_DOWN_3
6018,93,0.0,0.0,0.0,94.87,2,0.09,ROUNDING_DOWN_3
3012,67,1.96,9.42,9.84,86.28,3,0.35,ROUNDING_DOWN_3
2283,59,3.15,40.41,63.18,23.54,3,0.44,ROUNDING_DOWN_3
6921,99,2.56,46.67,59.96,31.17,3,2.76,ROUNDING_DOWN_3
1133,42,4.41,33.38,40.7,48.64,3,0.14,ROUNDING_DOWN_3
4637,81,0.0,0.0,0.0,50.68,1,0.09,ROUNDING_DOWN_3
4637,82,4.25,46.59,51.17,44.45,3,1.85,ROUNDING_DOWN_3
1335,46,8.39,40.3,40.3,59.7,3,0.31,ROUNDING_DOWN_3
4854,85,1.79,6.64,6.72,92.1,3,0.78,ROUNDING_DOWN_3
71,14,0.0,0.0,0.0,62.64,1,0.0,ROUNDING_DOWN_3
708,35,0.0,0.0,0.0,82.92,1,0.01,ROUNDING_DOWN_3
3257,69,4.39,36.34,39.35,56.01,3,0.95,ROUNDING_DOWN_3
180,20,11.11,43.18,45.97,50.75,3,0.01,ROUNDING_DOWN_3
3158,68,5.41,46.76,50.62,45.61,3,1.04,ROUNDING_DOWN_3
4707,83,0.0,0.0,0.0,11.1,1,0.07,ROUNDING_DOWN_3
2011,55,3.63,27.72,32.44,57.73,2,0.38,ROUNDING_DOWN_3
999,40,3.1,20.84,42.28,28.45,2,0.09,ROUNDING_DOWN_3
1527,49,0.0,0.0,0.0,24.2,1,0.02,ROUNDING_DOWN_3
6486,96,0.31,0.81,0.85,94.85,3,0.33,ROUNDING_DOWN_3
2476,61,1.37,12.48,33.46,24.81,2,0.23,ROUNDING_DOWN_3
1807,53,1.88,21.65,41.61,30.38,2,0.18,ROUNDING_DOWN_3
6448,95,0.81,20.24,40.77,29.4,2,0.88,ROUNDING_DOWN_3
3826,75,1.28,18.81,42.89,25.04,2,0.48,ROUNDING_DOWN_3
2248,58,0.0,0.0,0.0,68.53,1,0.03,ROUNDING_DOWN_3
2654,63,1.88,21.81,33.95,42.43,2,0.37,ROUNDING_DOWN_3
2707,64,2.96,12.37,12.53,86.39,2,0.39,ROUNDING_DOWN_3
3643,73,1.45,15.17,27.4,40.18,2,0.56,ROUNDING_DOWN_3
6166,94,0.0,0.0,0.0,93.39,1,0.11,ROUNDING_DOWN_3
2640,63,1.02,13.31,45.01,16.26,2,0.2,ROUNDING_DOWN_3
1777,52,0.0,0.0,0.0,64.67,1,0.03,ROUNDING_DOWN_3
123,18,0.0,0.0,0.0,8.09,1,0.0,ROUNDING_DOWN_3
1391,46,2.95,30.73,42.98,40.76,2,0.13,ROUNDING_DOWN_3
154,18,13.64,33.46,72.87,12.46,3,0.01,ROUNDING_DOWN_3
5818,91,1.36,23.58,68.26,10.96,3,1.21,ROUNDING_DOWN_3
3677,73,0.0,0.0,0.0,86.33,1,0.05,ROUNDING_DOWN_3
197,19,14.72,19.22,24.67,58.69,3,0.02,ROUNDING_DOWN_3
422,28,0.0,0.0,0.0,58.93,1,0.01,ROUNDING_DOWN_3
3920,75,2.5,21.0,24.31,65.36,3,0.82,ROUNDING_DOWN_3
2820,65,3.12,14.2,14.72,82.25,3,0.45,ROUNDING_DOWN_3
1090,42,4.04,15.21,17.2,73.23,2,0.1,ROUNDING_DOWN_3
4182,78,0.0,0.0,0.0,17.5,1,0.06,ROUNDING_DOWN_3
2024,55,2.62,26.78,38.05,43.6,2,0.28,ROUNDING_DOWN_3
5656,90,5.16,49.03,50.86,47.37,3,3.03,ROUNDING_DOWN_3
2529,62,4.55,45.17,55.28,36.54,3,0.67,ROUNDING_DOWN_3
713,35,1.54,7.82,33.6,15.45,2,0.03,ROUNDING_DOWN_3
3673,75,0.0,0.0,0.0,1.21,1,0.05,ROUNDING_DOWN_3
1970,55,0.0,0.0,0.0,31.93,1,0.05,ROUNDING_DOWN_3
822,37,0.0,0.0,0.0,46.4,1,0.01,ROUNDING_DOWN_3
4023,77,0.0,0.0,0.0,16.97,1,0.06,ROUNDING_DOWN_3
4501,81,2.07,39.08,64.0,21.98,3,0.99,ROUNDING_DOWN_3
1451,48,6.34,18.33,19.58,75.32,2,0.25,ROUNDING_DOWN_3
1360,46,5.37,20.16,21.9,71.87,3,0.19,ROUNDING_DOWN_3
145,18,0.0,0.0,0.0,31.75,1,0.0,ROUNDING_DOWN_3
39,11,12.82,5.86,11.03,47.27,3,0.0,ROUNDING_DOWN_3
4323,80,0.0,0.0,0.0,7.32,1,0.06,ROUNDING_DOWN_3
5984,92,2.52,30.39,34.13,58.65,3,1.8,ROUNDING_DOWN_3
4175,78,0.0,0.0,0.0,28.4,1,0.08,ROUNDING_DOWN_3
270,22,11.11,44.32,49.52,45.19,3,0.02,ROUNDING_DOWN_3
75,13,0.0,0.0,0.0,65.58,1,0.0,ROUNDING_DOWN_3
2010,56,5.02,37.45,44.74,46.25,3,0.46,ROUNDING_DOWN_3
2946,67,0.0,0.0,0.0,13.25,1,0.04,ROUNDING_DOWN_3
3655,73,0.0,0.0,0.0,10.58,1,0.05,ROUNDING_DOWN_3
109,15,7.34,15.13,16.38,77.22,3,0.01,ROUNDING_DOWN_3
1138,43,3.08,6.16,6.54,88.02,3,0.08,ROUNDING_DOWN_3
236,21,8.47,21.61,24.57,66.35,2,0.01,ROUNDING_DOWN_3
1362,46,6.75,21.44,22.5,73.87,3,0.23,ROUNDING_DOWN_3
792,37,0.13,7.06,50.0,7.06,2,0.01,ROUNDING_DOWN_3
38,10,26.32,21.48,32.93,43.75,3,0.0,ROUNDING_DOWN_3
776,36,7.86,9.4,9.53,89.24,3,0.11,ROUNDING_DOWN_3
779,38,2.95,9.26,68.74,4.21,3,0.05,ROUNDING_DOWN_3
2367,60,3.51,20.71,20.71,79.29,3,0.35,ROUNDING_DOWN_3
5227,86,2.33,27.2,32.53,56.42,2,1.21,ROUNDING_DOWN_3
2062,56,3.69,18.42,18.64,80.39,2,0.28,ROUNDING_DOWN_3
1896,54,0.0,0.0,0.0,69.42,1,0.03,ROUNDING_DOWN_3
3278,70,1.92,20.42,30.63,46.23,2,0.51,ROUNDING_DOWN_3
101,15,0.0,0.0,0.0,88.32,1,0.0,ROUNDING_DOWN_3
1167,43,0.0,0.0,0.0,61.23,1,0.02,ROUNDING_DOWN_3
6384,95,5.53,32.83,33.6,64.86,3,4.06,ROUNDING_DOWN_3
3471,72,0.81,19.62,73.89,6.93,3,0.29,ROUNDING_DOWN_3
2469,61,0.0,0.0,0.0,10.56,1,0.04,ROUNDING_DOWN_3
1062,42,1.51,10.04,50.0,10.04,2,0.05,ROUNDING_DOWN_3
5386,88,3.14,26.79,26.98,72.49,3,1.51,ROUNDING_DOWN_3
2033,56,2.16,11.17,11.64,84.82,2,0.19,ROUNDING_DOWN_3
1354,46,1.62,17.16,48.32,18.35,2,0.1,ROUNDING_DOWN_3
3083,67,5.9,20.45,21.03,76.79,2,0.93,ROUNDING_DOWN_3
153,17,22.88,47.33,57.17,35.45,3,0.01,ROUNDING_DOWN_3
134,17,11.19,24.16,43.53,31.34,3,0.01,ROUNDING_DOWN_3
4933,84,2.23,9.09,9.93,82.51,3,1.04,ROUNDING_DOWN_3
7181,100,2.94,51.77,61.06,33.02,3,3.05,ROUNDING_DOWN_3
1380,46,0.0,0.0,0.0,62.24,1,0.02,ROUNDING_DOWN_3
5054,85,0.0,0.0,0.0,42.69,1,0.1,ROUNDING_DOWN_3
1270,45,4.49,23.97,28.73,59.48,2,0.17,ROUNDING_DOWN_3
326,25,0.0,0.0,0.0,84.5,1,0.0,ROUNDING_DOWN_3
249,22,6.83,16.37,16.82,80.96,3,0.01,ROUNDING_DOWN_3
1287,45,0.0,0.0,0.0,71.35,1,0.02,ROUNDING_DOWN_3
3250,69,1.69,18.77,33.28,37.63,2,0.44,ROUNDING_DOWN_3
3946,75,6.08,44.37,47.07,49.9,3,1.8,ROUNDING_DOWN_3
100,15,0.0,0.0,0.0,23.57,1,0.0,ROUNDING_DOWN_3
561,32,0.0,0.0,0.0,80.12,1,0.01,ROUNDING_DOWN_3
210,21,0.0,0.0,0.0,91.92,3,0.0,ROUNDING_DOWN_3
1148,43,2.96,22.75,35.22,41.83,2,0.12,ROUNDING_DOWN_3
5482,88,2.97,39.5,51.86,36.67,3,1.92,ROUNDING_DOWN_3
4453,80,0.0,0.0,0.0,29.83,1,0.06,ROUNDING_DOWN_3
3973,77,0.0,0.0,0.0,92.68,2,0.08,ROUNDING_DOWN_3
3465,71,0.0,0.0,0.0,21.48,1,0.05,ROUNDING_DOWN_3
6676,97,2.76,17.79,18.87,76.5,2,2.11,ROUNDING_DOWN_3
2643,63,2.35,22.2,29.25,53.7,2,0.42,ROUNDING_DOWN_3
770,35,0.0,0.0,0.0,51.43,1,0.01,ROUNDING_DOWN_3
412,27,13.83,19.95,21.2,74.14,3,0.06,ROUNDING_DOWN_3
714,35,0.0,0.0,0.0,75.77,1,0.01,ROUNDING_DOWN_3
4679,82,2.91,46.24,61.98,28.37,3,1.55,ROUNDING_DOWN_3
926,38,6.16,23.97,27.65,62.73,3,0.14,ROUNDING_DOWN_3
571,31,2.1,12.72,50.0,12.72,2,0.03,ROUNDING_DOWN_3
218,22,0.0,0.0,0.0,85.63,1,0.0,ROUNDING_DOWN_3
6488,96,0.0,0.0,0.0,67.59,1,0.12,ROUNDING_DOWN_3
6448,96,3.8,21.0,21.53,76.52,3,2.6,ROUNDING_DOWN_3
2063,55,4.6,26.18,27.46,69.16,3,0.39,ROUNDING_DOWN_3
4416,80,3.49,24.91,26.43,69.33,3,1.3,ROUNDING_DOWN_3
2945,66,1.49,10.08,10.95,81.98,2,0.29,ROUNDING_DOWN_3
1637,50,0.0,0.0,0.0,76.98,1,0.03,ROUNDING_DOWN_3
2266,58,3.97,28.68,32.31,60.07,2,0.45,ROUNDING_DOWN_3
241,21,34.44,34.77,34.97,64.66,2,0.03,ROUNDING_DOWN_3
249,24,0.0,0.0,0.0,96.68,2,0.0,ROUNDING_DOWN_3
1454,48,0.0,0.0,0.0,49.48,1,0.02,ROUNDING_DOWN_3
2829,65,0.0,0.0,0.0,47.53,1,0.04,ROUNDING_DOWN_3
356,26,4.78,15.85,75.0,5.28,3,0.02,ROUNDING_DOWN_3
1412,47,0.0,0.0,0.0,52.79,1,0.02,ROUNDING_DOWN_3
6272,94,0.0,0.0,0.0,17.88,1,0.13,ROUNDING_DOWN_3
721,35,5.96,7.52,7.83,88.58,3,0.08,ROUNDING_DOWN_3
154,19,0.0,0.0,0.0,93.05,1,0.0,ROUNDING_DOWN_3
3815,75,0.0,0.0,0.0,37.15,1,0.06,ROUNDING_DOWN_3
1668,51,3.0,21.98,30.44,50.22,2,0.24,ROUNDING_DOWN_3
3920,76,0.64,5.81,6.05,90.18,2,0.22,ROUNDING_DOWN_3
1155,43,0.0,0.0,0.0,56.75,1,0.02,ROUNDING_DOWN_3
292,23,5.14,17.78,28.98,43.57,2,0.02,ROUNDING_DOWN_3
867,38,12.0,45.49,48.93,47.49,3,0.18,ROUNDING_DOWN_3
291,24,10.31,26.5,28.08,67.87,3,0.03,ROUNDING_DOWN_3
199,20,0.0,0.0,0.0,31.92,1,0.0,ROUNDING_DOWN_3
618,33,1.13,41.45,70.51,17.34,3,0.02,ROUNDING_DOWN_3
3376,70,0.0,0.0,0.0,55.92,1,0.05,ROUNDING_DOWN_3
4735,83,3.0,49.95,62.53,29.92,3,1.69,ROUNDING_DOWN_3
1775,52,2.59,26.39,41.45,37.29,2,0.21,ROUNDING_DOWN_3
462,29,2.6,5.82,6.02,90.86,3,0.02,ROUNDING_DOWN_3
4793,83,0.0,0.0,0.0,45.85,1,0.1,ROUNDING_DOWN_3
2549,61,3.77,46.67,65.22,24.88,3,0.57,ROUNDING_DOWN_3
3763,74,3.77,34.55,38.88,54.31,3,1.11,ROUNDING_DOWN_3
3035,67,0.0,0.0,0.0,31.15,1,0.05,ROUNDING_DOWN_3
4300,79,3.44,23.48,24.81,71.15,3,1.11,ROUNDING_DOWN_3
1909,54,5.61,23.72,23.93,75.39,3,0.36,ROUNDING_DOWN_3
537,30,0.0,0.0,0.0,33.79,1,0.01,ROUNDING_DOWN_3
1102,43,0.0,0.0,0.0,89.91,1,0.03,ROUNDING_DOWN_3
383,26,7.83,26.97,30.43,61.66,3,0.03,ROUNDING_DOWN_3
2897,66,2.66,38.45,64.86,20.83,3,0.53,ROUNDING_DOWN_3
1140,42,0.0,0.0,0.0,84.72,2,0.02,ROUNDING_DOWN_3
1077,41,0.0,0.0,0.0,88.51,1,0.01,ROUNDING_DOWN_3
570,31,9.3,20.51,22.4,71.03,3,0.07,ROUNDING_DOWN_3
492,29,10.57,49.33,62.93,29.06,3,0.05,ROUNDING_DOWN_3
4523,81,3.12,15.78,15.78,84.22,2,1.14,ROUNDING_DOWN_3
1753,52,0.0,0.0,0.0,10.57,1,0.03,ROUNDING_DOWN_3
200,21,5.5,13.2,13.47,84.79,2,0.01,ROUNDING_DOWN_3
5690,90,2.58,11.17,11.49,86.08,3,1.48,ROUNDING_DOWN_3
676,34,6.66,22.69,23.98,71.91,2,0.07,ROUNDING_DOWN_3
2794,64,0.0,0.0,0.0,30.84,1,0.04,ROUNDING_DOWN_3
271,23,1.11,2.9,3.99,69.79,2,0.01,ROUNDING_DOWN_3
491,30,8.96,50.6,62.06,30.94,3,0.07,ROUNDING_DOWN_3
1925,55,0.62,4.24,4.7,85.99,2,0.07,ROUNDING_DOWN_3
4246,78,0.78,19.52,50.0,19.52,2,0.39,ROUNDING_DOWN_3
26,10,0.0,0.0,0.0,33.2,1,0.0,ROUNDING_DOWN_3
2646,63,1.66,11.71,12.32,83.36,2,0.24,ROUNDING_DOWN_3
1329,45,0.0,0.0,0.0,23.49,1,0.02,ROUNDING_DOWN_3
6568,96,0.99,20.11,38.31,32.39,2,1.14,ROUNDING_DOWN_3
2304,59,4.77,17.72,18.89,76.1,3,0.44,ROUNDING_DOWN_3
391,27,6.14,19.96,33.57,39.49,2,0.02,ROUNDING_DOWN_3
955,40,0.0,0.0,0.0,21.58,1,0.01,ROUNDING_DOWN_3
359,26,3.9,2.49,9.07,24.99,2,0.02,ROUNDING_DOWN_3
723,35,9.68,36.35,39.0,56.86,3,0.12,ROUNDING_DOWN_3
391,27,0.0,0.0,0.0,90.21,1,0.01,ROUNDING_DOWN_3
235,21,12.34,17.36,20.44,67.58,2,0.02,ROUNDING_DOWN_3
212,21,15.09,17.29,17.76,80.11,3,0.01,ROUNDING_DOWN_3
2381,60,1.97,38.5,72.8,14.39,3,0.27,ROUNDING_DOWN_3
2188,58,0.0,0.0,0.0,20.81,1,0.03,ROUNDING_DOWN_3
4949,84,2.53,42.31,60.76,27.32,3,1.41,ROUNDING_DOWN_3
704,35,0.0,0.0,0.0,76.76,1,0.01,ROUNDING_DOWN_3
3051,67,5.51,20.34,20.79,77.49,2,0.82,ROUNDING_DOWN_3
6842,98,0.0,0.0,0.0,71.75,1,0.1,ROUNDING_DOWN_3
236,21,15.68,30.38,31.49,66.09,2,0.02,ROUNDING_DOWN_3
1548,49,0.0,0.0,0.0,57.8,1,0.02,ROUNDING_DOWN_3
5302,88,1.51,4.03,4.11,94.18,3,0.73,ROUNDING_DOWN_3
2490,61,5.02,20.72,21.78,74.44,3,0.55,ROUNDING_DOWN_3
424,28,4.01,22.8,30.89,51.02,2,0.03,ROUNDING_DOWN_3
564,31,5.32,21.88,27.38,58.03,2,0.05,ROUNDING_DOWN_3
1910,55,0.0,0.0,0.0,24.65,1,0.03,ROUNDING_DOWN_3
4197,77,2.03,16.36,19.99,65.48,2,0.62,ROUNDING_DOWN_3
1104,42,5.16,33.55,35.59,60.73,2,0.13,ROUNDING_DOWN_3
1550,49,5.87,40.34,45.31,48.7,3,0.3,ROUNDING_DOWN_3
645,33,13.49,21.59,22.23,75.54,3,0.1,ROUNDING_DOWN_3
609,33,2.63,15.11,69.03,6.78,3,0.03,ROUNDING_DOWN_3
1248,45,2.16,16.16,37.02,27.48,2,0.09,ROUNDING_DOWN_3
4479,81,0.0,0.0,0.0,93.07,1,0.06,ROUNDING_DOWN_3
1120,42,0.0,0.0,0.0,47.23,1,0.02,ROUNDING_DOWN_3
2906,67,99.97,5.21,5.21,94.79,2,6.1,ROUNDING_DOWN_3
101,16,4.95,11.27,50.0,11.27,2,0.0,ROUNDING_DOWN_3
3294,70,0.0,0.0,0.0,19.57,1,0.05,ROUNDING_DOWN_3
164,18,18.9,50.32,57.84,36.68,3,0.01,ROUNDING_DOWN_3
217,21,7.83,12.6,13.27,82.35,3,0.01,ROUNDING_DOWN_3
313,24,0.0,0.0,0.0,27.6,1,0.0,ROUNDING_DOWN_3
1307,45,0.0,0.0,0.0,53.97,1,0.02,ROUNDING_DOWN_3
1695,51,3.42,26.26,26.71,72.06,2,0.18,ROUNDING_DOWN_3
500,29,4.4,20.94,40.41,30.88,2,0.04,ROUNDING_DOWN_3
227,21,5.29,22.81,50.0,22.81,2,0.01,ROUNDING_DOWN_3
4703,82,1.45,25.96,43.03,34.38,2,0.68,ROUNDING_DOWN_3
