node_count,bdd_depth,node_reduction,chance_wrong_output,chance_false_true_output,truth_ratio,levels,time,approx_method
3397,71,2.18,23.91,1,56.54,2,0.66,ROUNDING_UP
1212,44,96.7,88.42,1,11.58,43,1.45,ROUNDING_UP
642,33,21.96,9.72,1,89.93,8,0.17,ROUNDING_UP
4436,80,5.21,18.77,1,79.66,5,1.94,ROUNDING_UP
5324,87,98.4,27.92,1,72.08,86,25.96,ROUNDING_UP
3616,74,93.25,95.11,1,4.89,64,12.71,ROUNDING_UP
6011,92,16.92,52.89,1,47.11,16,12.18,ROUNDING_UP
167,18,80.24,38.11,1,61.88,9,0.03,ROUNDING_UP
5145,86,98.21,59.3,1,40.7,85,26.92,ROUNDING_UP
7145,100,60.41,58.17,1,41.83,57,41.53,ROUNDING_UP
846,38,96.1,89.15,1,10.85,37,0.71,ROUNDING_UP
4160,78,77.48,2.39,1,97.61,58,14.9,ROUNDING_UP
1684,52,60.27,43.17,1,56.83,29,2.58,ROUNDING_UP
2259,58,97.43,51.18,1,48.82,57,5.24,ROUNDING_UP
964,40,95.75,93.64,1,6.36,39,0.96,ROUNDING_UP
218,20,89.91,79.14,1,20.85,19,0.06,ROUNDING_UP
528,30,93.94,87.13,1,12.87,29,0.3,ROUNDING_UP
963,40,95.74,45.21,1,54.79,39,0.91,ROUNDING_UP
4602,81,47.33,45.84,1,54.16,37,14.66,ROUNDING_UP
1964,55,96.89,7.39,1,92.61,54,3.55,ROUNDING_UP
824,38,52.67,86.58,1,13.41,18,0.52,ROUNDING_UP
245,21,100.0,25.02,1,74.98,20,0.06,ROUNDING_UP
2380,59,31.13,39.2,1,60.8,18,2.83,ROUNDING_UP
6788,97,90.73,72.78,1,27.22,83,45.06,ROUNDING_UP
1483,48,96.43,72.6,1,27.4,47,2.34,ROUNDING_UP
260,22,66.15,69.36,1,30.55,13,0.07,ROUNDING_UP
462,29,94.16,46.5,1,53.5,28,0.2,ROUNDING_UP
2372,60,97.43,50.37,1,49.63,59,5.67,ROUNDING_UP
3712,73,77.64,64.89,1,35.11,53,12.38,ROUNDING_UP
167,19,88.02,9.06,1,90.94,18,0.03,ROUNDING_UP
246,22,93.5,53.1,1,46.89,21,0.06,ROUNDING_UP
123,17,50.41,55.21,1,41.89,3,0.02,ROUNDING_UP
4262,78,14.99,53.3,1,46.64,12,5.18,ROUNDING_UP
711,35,59.07,73.69,1,26.31,18,0.43,ROUNDING_UP
1555,49,96.85,57.69,1,42.31,48,2.37,ROUNDING_UP
2550,62,97.92,84.97,1,15.03,61,6.18,ROUNDING_UP
203,20,78.82,39.16,1,60.81,13,0.05,ROUNDING_UP
849,38,4.24,3.03,1,94.12,4,0.08,ROUNDING_UP
1349,46,97.18,76.18,1,23.82,45,1.82,ROUNDING_UP
4065,77,84.43,73.27,1,26.73,60,16.23,ROUNDING_UP
127,16,79.53,19.55,1,80.44,15,0.02,ROUNDING_UP
4917,84,98.27,58.61,1,41.39,83,23.75,ROUNDING_UP
3216,69,97.92,49.39,1,50.61,68,9.67,ROUNDING_UP
3930,75,96.92,31.02,1,68.98,70,14.3,ROUNDING_UP
2683,63,97.43,35.17,1,64.83,62,7.13,ROUNDING_UP
138,17,92.03,86.08,1,13.87,16,0.03,ROUNDING_UP
435,28,100.0,54.28,1,45.72,27,0.19,ROUNDING_UP
3998,76,5.68,62.25,1,23.76,5,2.3,ROUNDING_UP
5503,89,12.01,73.53,1,26.37,12,7.56,ROUNDING_UP
1998,56,52.3,85.86,1,14.14,27,3.5,ROUNDING_UP
3895,75,15.12,77.53,1,22.42,12,4.43,ROUNDING_UP
11,8,45.45,7.03,1,91.41,9,0.0,ROUNDING_UP
552,30,46.38,58.98,1,41.0,14,0.23,ROUNDING_UP
2290,59,97.25,16.09,1,83.91,58,4.85,ROUNDING_UP
4384,79,97.63,47.44,1,52.56,78,17.78,ROUNDING_UP
262,23,93.51,92.87,1,7.13,22,0.08,ROUNDING_UP
2270,59,100.0,9.89,1,90.11,58,4.78,ROUNDING_UP
5435,88,76.19,36.45,1,63.55,64,29.15,ROUNDING_UP
4868,84,98.17,8.58,1,91.42,83,24.0,ROUNDING_UP
2950,66,6.75,49.77,1,43.11,4,1.76,ROUNDING_UP
5517,88,97.57,34.78,1,65.22,82,31.34,ROUNDING_UP
1571,50,96.56,57.0,1,43.0,49,2.82,ROUNDING_UP
6468,96,92.08,78.59,1,21.41,83,44.1,ROUNDING_UP
412,27,93.45,39.8,1,60.2,26,0.16,ROUNDING_UP
2466,60,32.85,71.28,1,28.72,19,3.96,ROUNDING_UP
2963,66,97.57,47.57,1,52.43,65,8.47,ROUNDING_UP
3185,69,84.55,26.0,1,74.0,53,8.96,ROUNDING_UP
5675,90,86.15,74.93,1,25.07,73,31.91,ROUNDING_UP
3124,69,47.57,93.21,1,6.79,32,8.88,ROUNDING_UP
4710,83,98.22,91.52,1,8.48,82,22.58,ROUNDING_UP
1078,42,58.91,21.97,1,78.03,23,0.92,ROUNDING_UP
2829,65,42.1,23.84,1,76.16,26,5.17,ROUNDING_UP
2521,62,97.78,23.15,1,76.85,61,5.69,ROUNDING_UP
3799,76,58.94,95.69,1,4.31,42,12.01,ROUNDING_UP
3209,69,97.04,18.22,1,81.78,68,9.4,ROUNDING_UP
226,21,92.92,81.43,1,18.57,20,0.05,ROUNDING_UP
3993,76,98.1,37.85,1,62.15,75,14.89,ROUNDING_UP
2995,67,98.23,86.06,1,13.94,66,9.08,ROUNDING_UP
50,12,84.0,77.29,1,22.31,11,0.0,ROUNDING_UP
341,25,92.96,38.85,1,61.15,24,0.12,ROUNDING_UP
86,15,89.53,88.31,1,11.1,14,0.01,ROUNDING_UP
1891,54,96.93,4.75,1,95.25,53,3.07,ROUNDING_UP
526,30,95.25,65.35,1,34.65,29,0.28,ROUNDING_UP
3661,73,34.91,88.82,1,11.18,24,7.84,ROUNDING_UP
2539,62,97.52,85.8,1,14.2,61,5.99,ROUNDING_UP
2722,63,18.96,30.35,1,69.61,12,2.46,ROUNDING_UP
4613,81,29.48,65.86,1,34.14,23,11.29,ROUNDING_UP
5726,90,95.39,60.26,1,39.74,81,32.7,ROUNDING_UP
5392,88,100.0,14.05,1,85.95,87,28.56,ROUNDING_UP
3918,76,100.0,17.73,1,82.27,75,14.9,ROUNDING_UP
4683,82,4.23,21.78,1,74.97,2,1.73,ROUNDING_UP
841,37,96.2,30.48,1,69.52,36,0.65,ROUNDING_UP
352,25,46.31,29.81,1,70.08,11,0.1,ROUNDING_UP
5889,92,42.88,90.74,1,9.26,39,25.48,ROUNDING_UP
480,30,94.38,3.48,1,96.52,29,0.23,ROUNDING_UP
64,15,21.88,2.92,1,93.34,4,0.0,ROUNDING_UP
365,26,92.05,72.61,1,27.39,25,0.14,ROUNDING_UP
1312,45,10.37,57.51,1,38.05,5,0.42,ROUNDING_UP
6124,93,87.2,80.59,1,19.41,76,40.69,ROUNDING_UP
6843,98,57.59,51.54,1,48.46,53,42.0,ROUNDING_UP
5678,90,41.69,24.2,1,75.8,36,22.76,ROUNDING_UP
4474,81,24.12,80.65,1,19.35,19,8.85,ROUNDING_UP
1516,48,96.37,17.6,1,82.4,47,2.11,ROUNDING_UP
3139,68,97.9,71.03,1,28.97,67,9.91,ROUNDING_UP
2011,56,97.41,9.61,1,90.39,55,3.8,ROUNDING_UP
701,34,95.15,28.98,1,71.02,33,0.51,ROUNDING_UP
655,33,94.2,33.97,1,66.03,32,0.38,ROUNDING_UP
70,13,85.71,28.63,1,71.28,12,0.01,ROUNDING_UP
6446,95,97.25,66.79,1,33.21,89,43.52,ROUNDING_UP
4352,79,73.62,43.5,1,56.5,54,17.72,ROUNDING_UP
1357,46,96.9,65.83,1,34.17,45,1.87,ROUNDING_UP
5126,85,98.56,37.37,1,62.63,84,25.39,ROUNDING_UP
2896,65,53.18,62.15,1,37.85,34,6.59,ROUNDING_UP
2410,60,0.0,0.0,1,91.8,1,0.04,ROUNDING_UP
5707,90,17.52,19.45,1,80.55,16,11.16,ROUNDING_UP
197,20,90.36,40.11,1,59.89,19,0.05,ROUNDING_UP
1516,49,96.57,7.68,1,92.32,47,2.81,ROUNDING_UP
2193,59,24.17,9.33,1,90.66,15,2.47,ROUNDING_UP
3415,71,98.07,87.42,1,12.58,70,12.61,ROUNDING_UP
1057,41,100.0,21.39,1,78.61,40,1.17,ROUNDING_UP
1511,48,97.02,86.3,1,13.7,47,2.19,ROUNDING_UP
3439,72,97.79,2.88,1,97.12,71,11.3,ROUNDING_UP
1503,50,48.5,96.95,1,3.05,24,1.77,ROUNDING_UP
3896,75,52.34,14.42,1,85.58,38,13.21,ROUNDING_UP
4505,80,90.01,82.37,1,17.63,67,22.27,ROUNDING_UP
237,21,93.25,61.12,1,38.88,20,0.06,ROUNDING_UP
5173,86,98.26,33.62,1,66.38,85,24.67,ROUNDING_UP
939,39,40.47,63.67,1,36.31,12,0.62,ROUNDING_UP
813,36,15.5,25.49,1,73.02,4,0.19,ROUNDING_UP
3881,75,26.0,33.73,1,66.27,19,6.63,ROUNDING_UP
74,14,85.14,18.62,1,81.33,13,0.01,ROUNDING_UP
6915,99,78.05,63.24,1,36.76,73,48.49,ROUNDING_UP
2106,56,96.63,57.01,1,42.99,55,4.5,ROUNDING_UP
4267,78,28.08,45.95,1,54.05,19,8.88,ROUNDING_UP
1539,49,68.42,69.79,1,30.21,31,2.46,ROUNDING_UP
6771,97,26.7,42.6,1,57.4,24,26.83,ROUNDING_UP
112,16,89.29,70.73,1,29.24,15,0.02,ROUNDING_UP
1624,50,97.17,74.91,1,25.09,49,2.61,ROUNDING_UP
3857,75,96.63,48.08,1,51.92,70,15.93,ROUNDING_UP
1455,48,96.77,19.7,1,80.3,47,2.17,ROUNDING_UP
3358,70,22.1,75.55,1,24.44,16,5.76,ROUNDING_UP
1069,41,96.26,40.94,1,59.06,40,1.23,ROUNDING_UP
221,21,90.05,10.56,1,89.44,20,0.06,ROUNDING_UP
248,23,90.32,5.85,1,94.15,22,0.07,ROUNDING_UP
119,16,88.24,23.2,1,76.76,15,0.02,ROUNDING_UP
2404,60,97.38,57.41,1,42.59,59,6.62,ROUNDING_UP
2940,66,13.98,64.65,1,35.01,10,2.95,ROUNDING_UP
374,26,91.44,90.66,1,9.34,25,0.16,ROUNDING_UP
159,19,91.19,82.39,1,17.61,19,0.03,ROUNDING_UP
6460,95,24.12,57.36,1,42.64,23,22.06,ROUNDING_UP
7072,100,22.79,49.0,1,51.0,23,24.09,ROUNDING_UP
679,34,41.83,8.95,1,91.03,13,0.32,ROUNDING_UP
5072,85,35.82,61.0,1,39.0,29,18.08,ROUNDING_UP
789,36,100.0,40.95,1,59.05,35,0.7,ROUNDING_UP
6355,96,3.51,6.0,1,92.68,5,3.14,ROUNDING_UP
457,28,85.34,26.66,1,73.34,23,0.21,ROUNDING_UP
957,39,72.62,60.36,1,39.64,24,0.91,ROUNDING_UP
2790,64,97.35,58.59,1,41.41,60,8.01,ROUNDING_UP
1094,43,95.98,95.09,1,4.91,42,1.31,ROUNDING_UP
263,22,100.0,20.76,1,79.24,21,0.08,ROUNDING_UP
3449,71,88.37,9.82,1,90.18,58,11.45,ROUNDING_UP
3864,75,81.7,57.97,1,42.03,56,14.61,ROUNDING_UP
151,18,75.5,9.07,1,90.9,12,0.02,ROUNDING_UP
93,16,86.02,6.74,1,93.22,15,0.01,ROUNDING_UP
2580,62,97.71,66.95,1,33.05,61,6.56,ROUNDING_UP
5183,86,97.2,60.35,1,39.65,80,28.58,ROUNDING_UP
2204,57,97.55,71.35,1,28.65,56,6.31,ROUNDING_UP
6247,94,83.78,75.25,1,24.75,73,38.49,ROUNDING_UP
329,24,93.01,47.58,1,52.42,23,0.11,ROUNDING_UP
6415,95,53.55,64.68,1,35.32,49,32.34,ROUNDING_UP
4528,81,98.01,72.65,1,27.35,80,21.19,ROUNDING_UP
6624,97,61.62,38.49,1,61.51,58,36.67,ROUNDING_UP
2040,56,95.05,86.96,1,13.04,49,3.99,ROUNDING_UP
528,30,95.08,86.76,1,13.24,29,0.25,ROUNDING_UP
6636,97,66.18,16.13,1,83.87,62,40.82,ROUNDING_UP
4462,80,87.32,92.1,1,7.9,66,19.55,ROUNDING_UP
5785,91,64.93,85.16,1,14.84,56,29.84,ROUNDING_UP
3000,67,97.77,31.18,1,68.82,66,8.99,ROUNDING_UP
1930,54,97.51,73.57,1,26.43,53,3.92,ROUNDING_UP
292,24,92.12,89.39,1,10.61,21,0.12,ROUNDING_UP
7020,100,19.36,17.71,1,82.29,20,17.31,ROUNDING_UP
1638,50,2.01,18.78,1,29.14,2,0.26,ROUNDING_UP
2168,57,95.48,58.89,1,41.11,51,4.28,ROUNDING_UP
2372,60,97.55,89.87,1,10.13,59,5.36,ROUNDING_UP
2839,65,92.15,61.55,1,38.45,56,7.6,ROUNDING_UP
152,20,86.18,0.67,1,99.33,19,0.02,ROUNDING_UP
964,39,96.27,33.49,1,66.51,38,0.93,ROUNDING_UP
7088,100,6.12,77.68,1,17.84,5,7.78,ROUNDING_UP
74,14,100.0,6.92,1,93.08,13,0.01,ROUNDING_UP
722,36,83.24,90.97,1,9.03,28,0.55,ROUNDING_UP
2936,66,97.96,19.39,1,80.61,65,8.15,ROUNDING_UP
1354,47,100.0,19.32,1,80.68,46,1.74,ROUNDING_UP
3043,68,97.77,9.58,1,90.42,67,8.66,ROUNDING_UP
4082,77,98.24,76.73,1,23.27,76,15.99,ROUNDING_UP
621,33,27.38,9.46,1,90.43,10,0.17,ROUNDING_UP
1697,51,65.7,17.49,1,82.51,31,2.37,ROUNDING_UP
2186,57,72.92,34.55,1,65.45,39,4.32,ROUNDING_UP
182,19,92.86,65.15,1,34.84,18,0.04,ROUNDING_UP
3010,67,97.51,17.05,1,82.95,66,9.01,ROUNDING_UP
132,19,86.36,97.76,1,2.22,18,0.02,ROUNDING_UP
662,33,94.86,77.79,1,22.21,32,0.57,ROUNDING_UP
2784,65,97.02,12.59,1,87.41,64,7.51,ROUNDING_UP
5459,88,98.39,48.53,1,51.47,87,28.13,ROUNDING_UP
1773,52,96.62,23.52,1,76.48,51,2.89,ROUNDING_UP
313,24,93.93,45.41,1,54.59,23,0.1,ROUNDING_UP
135,17,86.67,56.44,1,43.51,16,0.02,ROUNDING_UP
108,15,88.89,76.56,1,23.42,14,0.01,ROUNDING_UP
6328,95,13.61,25.21,1,74.78,13,10.17,ROUNDING_UP
285,23,91.58,38.09,1,61.91,22,0.11,ROUNDING_UP
30,10,0.0,0.0,1,62.01,1,0.0,ROUNDING_UP
934,39,95.93,80.61,1,19.39,38,1.04,ROUNDING_UP
5637,90,13.64,78.38,1,21.55,12,9.97,ROUNDING_UP
1441,47,73.98,29.23,1,70.77,31,2.17,ROUNDING_UP
312,24,93.27,82.93,1,17.06,23,0.14,ROUNDING_UP
2274,59,20.4,90.03,1,9.83,13,2.68,ROUNDING_UP
2816,65,17.26,89.16,1,10.52,11,3.17,ROUNDING_UP
3831,75,97.94,20.44,1,79.56,74,13.52,ROUNDING_UP
2903,65,98.07,38.32,1,61.68,64,7.65,ROUNDING_UP
596,32,95.64,68.93,1,31.07,31,0.37,ROUNDING_UP
1599,50,97.25,59.96,1,40.04,49,2.41,ROUNDING_UP
1282,45,100.0,87.06,1,12.94,44,1.64,ROUNDING_UP
5636,90,100.0,87.32,1,12.68,9,29.72,ROUNDING_UP
3706,74,7.18,85.33,1,6.36,6,2.17,ROUNDING_UP
590,31,94.75,37.45,1,62.55,29,0.32,ROUNDING_UP
5574,90,70.99,68.95,1,31.05,61,27.4,ROUNDING_UP
615,32,94.96,71.36,1,28.64,31,0.38,ROUNDING_UP
899,38,25.14,22.85,1,76.81,10,0.35,ROUNDING_UP
320,24,94.06,25.17,1,74.83,23,0.1,ROUNDING_UP
1763,51,96.88,64.75,1,35.25,50,2.92,ROUNDING_UP
1300,46,96.85,5.58,1,94.42,45,1.55,ROUNDING_UP
1396,48,63.11,96.83,1,3.17,29,1.67,ROUNDING_UP
7030,100,0.6,3.33,1,88.02,2,0.67,ROUNDING_UP
72,14,87.5,66.74,1,33.06,13,0.01,ROUNDING_UP
3288,70,68.77,93.29,1,6.71,46,9.72,ROUNDING_UP
6294,95,76.68,7.2,1,92.8,69,36.37,ROUNDING_UP
5935,92,100.0,74.24,1,25.76,6,35.84,ROUNDING_UP
6320,95,24.98,47.83,1,52.17,24,19.89,ROUNDING_UP
1826,53,97.65,83.37,1,16.63,52,3.55,ROUNDING_UP
1632,50,97.06,39.45,1,60.55,49,2.91,ROUNDING_UP
1043,41,0.0,0.0,1,63.96,1,0.02,ROUNDING_UP
700,34,95.14,36.96,1,63.04,33,0.47,ROUNDING_UP
1331,46,96.17,89.86,1,10.14,45,1.89,ROUNDING_UP
3337,70,97.3,41.47,1,58.53,65,11.24,ROUNDING_UP
2728,64,97.95,83.95,1,16.05,63,7.53,ROUNDING_UP
1524,49,92.91,77.42,1,22.58,42,2.75,ROUNDING_UP
5670,90,32.06,17.97,1,82.03,29,18.47,ROUNDING_UP
1471,48,22.23,66.85,1,32.93,10,1.0,ROUNDING_UP
268,23,93.28,38.23,1,61.77,22,0.07,ROUNDING_UP
2039,56,96.86,7.68,1,92.32,55,4.64,ROUNDING_UP
3734,74,97.88,21.4,1,78.6,73,14.09,ROUNDING_UP
6740,98,52.4,86.66,1,13.34,48,37.11,ROUNDING_UP
2317,60,18.0,9.06,1,90.91,10,1.6,ROUNDING_UP
2712,64,36.5,9.13,1,90.87,22,4.23,ROUNDING_UP
3641,72,0.0,0.0,1,58.22,1,0.06,ROUNDING_UP
1677,52,27.97,7.93,1,92.06,14,1.24,ROUNDING_UP
687,34,75.98,32.34,1,67.66,23,0.45,ROUNDING_UP
2281,58,36.91,27.41,1,72.59,21,3.03,ROUNDING_UP
1552,49,100.0,38.09,1,61.91,48,2.15,ROUNDING_UP
24,9,79.17,31.25,1,65.62,9,0.0,ROUNDING_UP
2464,61,95.94,82.15,1,17.85,55,5.72,ROUNDING_UP
2472,61,50.65,29.87,1,70.13,29,4.21,ROUNDING_UP
51,12,100.0,89.92,1,10.08,11,0.0,ROUNDING_UP
668,35,96.11,97.36,1,2.64,34,0.45,ROUNDING_UP
1848,53,15.8,43.3,1,56.27,8,1.12,ROUNDING_UP
531,31,93.41,25.56,1,74.44,30,0.27,ROUNDING_UP
1178,43,50.59,32.77,1,67.23,20,0.97,ROUNDING_UP
178,19,100.0,66.87,1,33.13,18,0.04,ROUNDING_UP
2309,59,28.58,40.68,1,59.32,15,2.67,ROUNDING_UP
209,22,0.0,0.0,1,86.66,2,0.0,ROUNDING_UP
5872,91,77.47,83.86,1,16.14,67,34.15,ROUNDING_UP
4249,80,55.31,3.29,1,96.71,43,15.02,ROUNDING_UP
518,30,27.99,45.82,1,53.8,9,0.15,ROUNDING_UP
1789,52,16.99,18.46,1,81.4,9,0.95,ROUNDING_UP
3824,74,22.62,50.72,1,49.28,16,5.75,ROUNDING_UP
4994,85,73.05,89.73,1,10.27,58,22.15,ROUNDING_UP
63,12,79.37,19.87,1,79.83,11,0.01,ROUNDING_UP
7102,100,46.42,48.03,1,51.97,45,35.06,ROUNDING_UP
154,19,31.82,13.68,1,83.26,6,0.02,ROUNDING_UP
3848,76,0.0,0.0,1,3.75,1,0.06,ROUNDING_UP
167,19,91.62,17.74,1,82.25,18,0.03,ROUNDING_UP
3743,73,74.67,61.35,1,38.65,51,11.93,ROUNDING_UP
193,19,90.67,18.89,1,81.11,18,0.04,ROUNDING_UP
1423,47,38.09,13.41,1,86.59,18,1.14,ROUNDING_UP
418,27,91.63,60.55,1,39.45,26,0.18,ROUNDING_UP
2398,60,5.21,23.11,1,71.87,4,0.64,ROUNDING_UP
726,35,30.44,21.05,1,78.9,11,0.27,ROUNDING_UP
2068,56,21.57,88.74,1,11.16,13,1.73,ROUNDING_UP
1568,49,28.95,75.13,1,24.85,13,1.3,ROUNDING_UP
3358,70,38.77,28.16,1,71.84,25,6.77,ROUNDING_UP
14,12,21.43,0.12,1,99.83,11,0.0,ROUNDING_UP
1958,54,30.85,53.19,1,46.8,16,2.03,ROUNDING_UP
343,28,93.0,99.7,1,0.3,27,0.13,ROUNDING_UP
1774,52,97.18,31.29,1,68.71,51,3.39,ROUNDING_UP
1158,44,96.63,8.06,1,91.94,43,1.38,ROUNDING_UP
172,19,100.0,21.78,1,78.22,18,0.04,ROUNDING_UP
3105,67,89.53,69.19,1,30.81,55,10.6,ROUNDING_UP
4901,85,44.17,84.77,1,15.23,35,16.98,ROUNDING_UP
139,17,76.26,18.15,1,81.8,10,0.02,ROUNDING_UP
5927,92,47.14,85.11,1,14.89,42,27.7,ROUNDING_UP
3132,68,97.92,10.98,1,89.02,67,10.46,ROUNDING_UP
861,38,95.82,55.74,1,44.26,37,0.8,ROUNDING_UP
5243,86,94.62,77.11,1,22.89,77,28.14,ROUNDING_UP
1333,46,97.0,95.66,1,4.34,45,2.05,ROUNDING_UP
253,22,92.89,18.48,1,81.52,21,0.06,ROUNDING_UP
4130,77,82.08,53.66,1,46.34,60,17.08,ROUNDING_UP
3929,75,45.33,54.03,1,45.97,33,11.96,ROUNDING_UP
694,34,17.72,43.34,1,54.9,6,0.16,ROUNDING_UP
560,31,94.11,10.53,1,89.47,30,0.29,ROUNDING_UP
3206,69,31.6,23.62,1,76.38,22,5.33,ROUNDING_UP
841,37,81.57,51.8,1,48.2,28,0.75,ROUNDING_UP
4406,80,41.56,21.2,1,78.8,32,12.67,ROUNDING_UP
4497,81,93.08,19.66,1,80.34,71,19.44,ROUNDING_UP
2749,64,64.97,93.44,1,6.56,40,7.38,ROUNDING_UP
1398,46,100.0,43.93,1,56.07,45,2.34,ROUNDING_UP
1653,50,77.8,70.91,1,29.09,35,2.78,ROUNDING_UP
278,23,0.0,0.0,1,80.0,1,0.0,ROUNDING_UP
3892,76,19.6,92.51,1,7.46,17,5.84,ROUNDING_UP
6749,98,42.87,9.44,1,90.56,41,34.22,ROUNDING_UP
466,28,80.47,28.12,1,71.88,19,0.21,ROUNDING_UP
853,37,100.0,42.2,1,57.8,36,0.69,ROUNDING_UP
831,37,95.79,18.37,1,81.63,36,0.67,ROUNDING_UP
242,22,90.08,20.68,1,79.32,21,0.05,ROUNDING_UP
3852,75,29.0,25.34,1,74.66,21,7.95,ROUNDING_UP
1507,48,96.48,37.76,1,62.24,47,2.38,ROUNDING_UP
